FILE	 azimuth	 stim_type	 delta	 coherence	 bias	 bias_lower	 bias_upper	 thresh	 thresh_lower	 thresh_upper	 pct_correct	 num_reps	 norm_rev
m24c37r2.htb	90.000	3.000	0.000	60.000	0.310	0.000	0.752	0.626	0.228	 NaN	0.939	14.000	AllTrials	
m24c37r2.htb	90.000	3.000	4.000	18.000	-0.480	-1.303	0.301	2.127	1.276	3.907	0.806	14.000	AllTrials	
m24c37r2.htb	90.000	3.000	4.000	60.000	-1.279	-2.078	-0.953	1.009	0.731	 NaN	0.786	14.000	AllTrials	
m24c49r2.htb	90.000	1.000	0.000	18.000	-2.813	-4.533	-1.760	2.427	1.124	4.202	0.699	10.000	AllTrials	
m24c49r2.htb	90.000	2.000	0.000	18.000	-1.787	-4.097	-0.593	4.242	2.872	 NaN	0.723	10.000	AllTrials	
m24c49r2.htb	90.000	2.000	0.000	60.000	-0.280	-1.287	0.721	2.369	1.270	4.416	0.744	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	-4.000	18.000	-2.923	-3.517	-1.450	1.119	0.231	2.889	0.671	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	-4.000	60.000	1.802	1.028	3.204	1.311	0.338	3.596	0.861	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	0.000	18.000	-2.300	-3.656	-1.426	2.478	1.628	4.438	0.753	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	0.000	60.000	0.084	-0.396	0.476	0.715	0.284	 NaN	0.909	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	4.000	18.000	-1.216	-2.568	-0.265	2.271	0.962	4.124	0.760	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	4.000	60.000	-1.858	-1.834	-1.834	0.423	0.406	0.406	0.740	10.000	AllTrials	
m24c49r2.htb	90.000	1.000	0.000	18.000	-2.813	-4.478	-1.823	2.427	1.158	4.217	0.699	10.000	AllTrials	
m24c49r2.htb	90.000	2.000	0.000	18.000	-1.787	-3.617	-0.457	4.242	2.899	 NaN	0.723	10.000	AllTrials	
m24c49r2.htb	90.000	2.000	0.000	60.000	-0.280	-1.345	0.664	2.369	1.275	4.443	0.744	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	-4.000	18.000	-2.923	-3.512	-1.450	1.119	0.231	3.015	0.671	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	-4.000	60.000	1.802	1.054	2.917	1.311	0.385	3.565	0.861	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	0.000	18.000	-2.300	-3.819	-1.427	2.478	1.517	4.358	0.753	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	0.000	60.000	0.084	-0.377	0.480	0.715	0.293	 NaN	0.909	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	4.000	18.000	-1.216	-2.489	-0.227	2.271	0.884	4.122	0.760	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	4.000	60.000	-1.858	-2.140	-1.433	0.423	0.068	0.938	0.740	10.000	AllTrials	
m24c49r2.htb	90.000	1.000	0.000	18.000	-2.813	-4.262	-1.697	2.427	1.096	4.079	0.699	10.000	AllTrials	
m24c49r2.htb	90.000	2.000	0.000	18.000	-1.787	-4.009	-0.565	4.242	2.936	 NaN	0.723	10.000	AllTrials	
m24c49r2.htb	90.000	2.000	0.000	60.000	-0.280	-1.393	0.605	2.369	1.295	4.384	0.744	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	-4.000	18.000	-2.923	-3.512	-1.450	1.119	0.231	3.174	0.671	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	-4.000	60.000	1.802	1.074	3.024	1.311	0.354	2.990	0.861	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	0.000	18.000	-2.300	-3.773	-1.349	2.478	1.640	 NaN	0.753	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	0.000	60.000	0.084	-0.396	0.449	0.715	0.293	 NaN	0.909	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	4.000	18.000	-1.216	-2.843	-0.363	2.271	0.822	4.037	0.760	10.000	AllTrials	
m24c49r2.htb	90.000	3.000	4.000	60.000	-1.858	-1.834	-1.834	0.423	0.406	0.406	0.740	10.000	AllTrials	
m24c52r2.htb	90.000	1.000	0.000	18.000	-1.881	-4.245	-0.696	3.289	1.429	5.917	0.735	8.000	AllTrials	
m24c52r2.htb	90.000	2.000	0.000	18.000	0.086	0.086	0.221	2.700	2.700	2.943	0.760	8.000	AllTrials	
m24c52r2.htb	90.000	2.000	0.000	60.000	0.225	-0.370	0.885	1.197	0.679	 NaN	0.889	8.000	AllTrials	
m24c52r2.htb	90.000	3.000	-4.000	18.000	-3.045	-4.518	-1.970	2.192	1.196	3.689	0.698	8.000	AllTrials	
m24c52r2.htb	90.000	3.000	-4.000	60.000	2.458	1.230	3.427	1.336	0.450	 NaN	0.857	8.000	AllTrials	
m24c52r2.htb	90.000	3.000	0.000	18.000	-1.047	-2.527	0.258	3.397	1.952	6.459	0.755	8.000	AllTrials	
m24c52r2.htb	90.000	3.000	0.000	60.000	0.419	-0.555	1.309	1.751	1.033	 NaN	0.865	8.000	AllTrials	
m24c52r2.htb	90.000	3.000	4.000	18.000	1.111	0.395	2.030	1.449	0.773	 NaN	0.829	8.000	AllTrials	
m24c52r2.htb	90.000	3.000	4.000	60.000	-0.927	-1.544	-0.530	0.771	0.307	 NaN	0.825	8.000	AllTrials	
m24c56r2.htb	90.000	1.000	0.000	18.000	-3.925	-5.803	-3.067	2.731	1.976	 NaN	0.651	16.000	AllTrials	
m24c56r2.htb	90.000	2.000	0.000	18.000	-2.399	-4.293	-1.149	4.612	3.134	7.255	0.731	16.000	AllTrials	
m24c56r2.htb	90.000	2.000	0.000	60.000	-0.688	-1.380	-0.131	1.639	1.094	2.866	0.825	16.000	AllTrials	
m24c56r2.htb	90.000	3.000	-4.000	18.000	-3.719	-5.051	-3.159	1.948	1.261	 NaN	0.651	16.000	AllTrials	
m24c56r2.htb	90.000	3.000	-4.000	60.000	1.303	1.124	1.496	0.261	0.146	 NaN	0.905	16.000	AllTrials	
m24c56r2.htb	90.000	3.000	0.000	18.000	-2.366	-3.467	-1.687	1.714	1.117	2.820	0.728	16.000	AllTrials	
m24c56r2.htb	90.000	3.000	0.000	60.000	-0.478	-1.003	0.027	1.233	0.906	 NaN	0.821	16.000	AllTrials	
m24c56r2.htb	90.000	3.000	4.000	18.000	-1.008	-1.799	-0.487	1.536	0.843	2.730	0.831	16.000	AllTrials	
m24c56r2.htb	90.000	3.000	4.000	60.000	-1.941	-2.940	-1.375	1.092	0.449	 NaN	0.740	16.000	AllTrials	
m24c56r2.htb	90.000	1.000	0.000	18.000	-3.706	-5.702	-2.899	2.814	2.088	 NaN	0.658	14.000	AllTrials	
m24c56r2.htb	90.000	2.000	0.000	18.000	-2.446	-4.618	-1.133	4.744	3.117	8.396	0.726	14.000	AllTrials	
m24c56r2.htb	90.000	2.000	0.000	60.000	-0.534	-1.141	-0.056	1.275	0.918	 NaN	0.853	14.000	AllTrials	
m24c56r2.htb	90.000	3.000	-4.000	18.000	-3.499	-4.785	-2.681	1.896	0.687	3.237	0.662	14.000	AllTrials	
m24c56r2.htb	90.000	3.000	-4.000	60.000	1.311	1.128	1.537	0.253	0.151	0.948	0.902	14.000	AllTrials	
m24c56r2.htb	90.000	3.000	0.000	18.000	-1.992	-2.981	-1.279	1.513	0.882	2.638	0.750	14.000	AllTrials	
m24c56r2.htb	90.000	3.000	0.000	60.000	-0.464	-1.014	0.059	1.334	0.965	 NaN	0.816	14.000	AllTrials	
m24c56r2.htb	90.000	3.000	4.000	18.000	-0.763	-1.435	-0.279	1.262	0.830	 NaN	0.848	14.000	AllTrials	
m24c56r2.htb	90.000	3.000	4.000	60.000	-1.854	-2.862	-1.249	1.210	0.508	2.618	0.745	14.000	AllTrials	
m24c56r2.htb	90.000	1.000	0.000	18.000	-3.915	-5.882	-3.110	2.795	2.055	 NaN	0.652	15.000	AllTrials	
m24c56r2.htb	90.000	2.000	0.000	18.000	-2.462	-4.452	-1.146	4.598	2.960	7.616	0.728	15.000	AllTrials	
m24c56r2.htb	90.000	2.000	0.000	60.000	-0.691	-1.342	-0.008	1.703	1.160	 NaN	0.830	15.000	AllTrials	
m24c56r2.htb	90.000	3.000	-4.000	18.000	-3.845	-5.284	-3.171	2.033	0.816	3.338	0.652	15.000	AllTrials	
m24c56r2.htb	90.000	3.000	-4.000	60.000	1.282	1.146	1.669	0.258	0.138	0.794	0.909	15.000	AllTrials	
m24c56r2.htb	90.000	3.000	0.000	18.000	-2.026	-3.098	-1.368	1.502	0.960	2.668	0.747	15.000	AllTrials	
m24c56r2.htb	90.000	3.000	0.000	60.000	-0.495	-1.126	-0.017	1.295	0.919	 NaN	0.817	15.000	AllTrials	
m24c56r2.htb	90.000	3.000	4.000	18.000	-0.724	-1.353	-0.241	1.194	0.748	 NaN	0.852	15.000	AllTrials	
m24c56r2.htb	90.000	3.000	4.000	60.000	-1.865	-2.700	-1.285	1.185	0.407	2.330	0.744	15.000	AllTrials	
m24c56r2.htb	90.000	1.000	0.000	18.000	-3.698	-5.343	-2.777	2.609	1.759	 NaN	0.653	13.000	AllTrials	
m24c56r2.htb	90.000	2.000	0.000	18.000	-3.024	-5.866	-1.559	4.799	3.102	8.508	0.717	13.000	AllTrials	
m24c56r2.htb	90.000	2.000	0.000	60.000	-0.416	-1.079	0.011	1.225	0.812	 NaN	0.864	13.000	AllTrials	
m24c56r2.htb	90.000	3.000	-4.000	18.000	-3.505	-3.646	 NaN	0.286	 NaN	0.596	0.653	13.000	AllTrials	
m24c56r2.htb	90.000	3.000	-4.000	60.000	1.271	1.088	1.351	0.169	0.098	0.688	0.906	13.000	AllTrials	
m24c56r2.htb	90.000	3.000	0.000	18.000	-1.978	-3.160	-1.369	1.567	1.009	 NaN	0.753	13.000	AllTrials	
m24c56r2.htb	90.000	3.000	0.000	60.000	-0.450	-1.104	0.075	1.387	0.945	 NaN	0.813	13.000	AllTrials	
m24c56r2.htb	90.000	3.000	4.000	18.000	-0.867	-1.506	-0.375	1.237	0.760	 NaN	0.837	13.000	AllTrials	
m24c56r2.htb	90.000	3.000	4.000	60.000	-1.717	-2.861	-1.181	1.522	0.938	 NaN	0.748	13.000	AllTrials	
m24c56r2.htb	90.000	1.000	0.000	18.000	-3.698	-5.394	-2.866	2.609	1.783	 NaN	0.653	13.000	AllTrials	
m24c56r2.htb	90.000	2.000	0.000	18.000	-3.024	-5.057	-1.519	4.799	2.990	7.834	0.717	13.000	AllTrials	
m24c56r2.htb	90.000	2.000	0.000	60.000	-0.416	-1.080	0.011	1.225	0.827	 NaN	0.864	13.000	AllTrials	
m24c56r2.htb	90.000	3.000	-4.000	18.000	-3.505	-3.621	 NaN	0.286	 NaN	0.596	0.653	13.000	AllTrials	
m24c56r2.htb	90.000	3.000	-4.000	60.000	1.271	1.088	1.351	0.169	0.098	0.688	0.906	13.000	AllTrials	
m24c56r2.htb	90.000	3.000	0.000	18.000	-1.978	-3.144	-1.381	1.567	0.981	3.066	0.753	13.000	AllTrials	
m24c56r2.htb	90.000	3.000	0.000	60.000	-0.450	-1.068	0.123	1.387	0.953	 NaN	0.813	13.000	AllTrials	
m24c56r2.htb	90.000	3.000	4.000	18.000	-0.867	-1.563	-0.375	1.237	0.784	 NaN	0.837	13.000	AllTrials	
m24c56r2.htb	90.000	3.000	4.000	60.000	-1.717	-2.696	-1.159	1.522	0.929	2.862	0.748	13.000	AllTrials	
m24c64r2.htb	90.000	1.000	0.000	16.000	-3.304	-5.601	-1.988	2.955	1.255	5.685	0.679	11.000	AllTrials	
m24c64r2.htb	90.000	2.000	0.000	16.000	-4.877	-8.479	-2.676	6.141	3.962	11.913	0.630	11.000	AllTrials	
m24c64r2.htb	90.000	2.000	0.000	60.000	-2.155	-3.410	-1.443	1.027	0.208	2.373	0.728	11.000	AllTrials	
m24c64r2.htb	90.000	3.000	-4.000	16.000	-3.884	-4.376	-3.632	0.571	 NaN	0.634	0.607	11.000	AllTrials	
m24c64r2.htb	90.000	3.000	-4.000	60.000	0.052	-0.972	1.026	2.622	1.360	4.395	0.843	11.000	AllTrials	
m24c64r2.htb	90.000	3.000	0.000	16.000	-6.084	-9.280	-3.706	4.121	2.496	10.387	0.595	11.000	AllTrials	
m24c64r2.htb	90.000	3.000	0.000	60.000	-1.942	-2.966	-1.176	1.690	0.918	2.871	0.762	11.000	AllTrials	
m24c64r2.htb	90.000	3.000	4.000	16.000	-3.529	-5.224	-2.973	1.407	0.494	3.231	0.643	11.000	AllTrials	
m24c64r2.htb	90.000	3.000	4.000	60.000	-3.160	-4.065	-2.411	1.306	0.641	 NaN	0.667	11.000	AllTrials	
m24c64r2.htb	90.000	1.000	0.000	16.000	-3.220	-5.224	-1.923	2.325	0.391	5.002	0.673	11.000	AllTrials	
m24c64r2.htb	90.000	2.000	0.000	16.000	-5.110	-9.453	-2.882	6.242	4.044	13.652	0.620	11.000	AllTrials	
m24c64r2.htb	90.000	2.000	0.000	60.000	-2.409	-3.420	-1.576	0.818	0.204	 NaN	0.703	11.000	AllTrials	
m24c64r2.htb	90.000	3.000	-4.000	16.000	-3.884	-4.376	-3.632	0.571	 NaN	0.634	0.607	11.000	AllTrials	
m24c64r2.htb	90.000	3.000	-4.000	60.000	0.052	-0.933	1.085	2.622	1.389	4.394	0.843	11.000	AllTrials	
m24c64r2.htb	90.000	3.000	0.000	16.000	-6.051	-9.104	-3.746	4.126	2.718	 NaN	0.595	11.000	AllTrials	
m24c64r2.htb	90.000	3.000	0.000	60.000	-2.062	-3.101	-1.283	1.687	1.031	3.414	0.755	11.000	AllTrials	
m24c64r2.htb	90.000	3.000	4.000	16.000	-3.720	-5.478	-3.162	1.591	0.291	3.194	0.637	11.000	AllTrials	
m24c64r2.htb	90.000	3.000	4.000	60.000	-3.153	-3.749	-2.228	1.348	0.581	 NaN	0.668	11.000	AllTrials	
m24c64r2.htb	90.000	1.000	0.000	16.000	-4.012	-7.387	-2.660	3.477	2.110	 NaN	0.686	9.000	AllTrials	
m24c64r2.htb	90.000	2.000	0.000	16.000	-6.341	-12.450	-3.737	6.522	3.784	14.770	0.598	9.000	AllTrials	
m24c64r2.htb	90.000	2.000	0.000	60.000	-2.418	-3.365	-1.542	0.846	0.138	2.339	0.702	9.000	AllTrials	
m24c64r2.htb	90.000	3.000	-4.000	16.000	-3.773	-5.009	-3.518	0.522	 NaN	0.733	0.614	9.000	AllTrials	
m24c64r2.htb	90.000	3.000	-4.000	60.000	-0.279	-1.526	0.812	2.818	1.473	5.092	0.825	9.000	AllTrials	
m24c64r2.htb	90.000	3.000	0.000	16.000	-6.436	-9.635	-3.753	4.514	2.779	10.229	0.586	9.000	AllTrials	
m24c64r2.htb	90.000	3.000	0.000	60.000	-2.019	-3.164	-1.140	1.842	1.059	3.672	0.757	9.000	AllTrials	
m24c64r2.htb	90.000	3.000	4.000	16.000	-4.008	-6.441	-3.434	1.813	0.443	3.620	0.629	9.000	AllTrials	
m24c64r2.htb	90.000	3.000	4.000	60.000	-3.417	-4.542	-2.435	1.508	0.550	 NaN	0.657	9.000	AllTrials	
m24c64r2.htb	90.000	1.000	0.000	16.000	-3.030	-4.647	-1.827	2.059	0.510	4.680	0.678	12.000	AllTrials	
m24c64r2.htb	90.000	2.000	0.000	16.000	-5.075	-9.472	-2.872	6.221	3.855	12.255	0.624	12.000	AllTrials	
m24c64r2.htb	90.000	2.000	0.000	60.000	-2.135	-3.185	-1.471	0.997	0.280	2.161	0.728	12.000	AllTrials	
m24c64r2.htb	90.000	3.000	-4.000	16.000	-3.781	-3.788	-3.578	0.383	 NaN	0.563	0.604	12.000	AllTrials	
m24c64r2.htb	90.000	3.000	-4.000	60.000	0.140	-0.722	1.148	2.520	1.443	4.209	0.852	12.000	AllTrials	
m24c64r2.htb	90.000	3.000	0.000	16.000	-5.950	-9.085	-3.613	4.046	2.484	 NaN	0.590	12.000	AllTrials	
m24c64r2.htb	90.000	3.000	0.000	60.000	-1.952	-3.064	-1.180	1.679	1.019	3.086	0.762	12.000	AllTrials	
m24c64r2.htb	90.000	3.000	4.000	16.000	-3.672	-5.265	-3.111	1.499	0.340	3.089	0.638	12.000	AllTrials	
m24c64r2.htb	90.000	3.000	4.000	60.000	-3.170	-3.879	-2.284	1.293	0.449	 NaN	0.667	12.000	AllTrials	
m24c64r2.htb	90.000	1.000	0.000	16.000	-2.851	-4.341	-1.671	2.108	0.670	4.471	0.677	12.000	AllTrials	
m24c64r2.htb	90.000	2.000	0.000	16.000	-4.627	-8.658	-2.710	5.754	3.673	13.430	0.638	12.000	AllTrials	
m24c64r2.htb	90.000	2.000	0.000	60.000	-2.153	-3.289	-1.355	1.018	0.288	2.792	0.727	12.000	AllTrials	
m24c64r2.htb	90.000	3.000	-4.000	16.000	-3.781	-3.788	-3.578	0.383	 NaN	0.563	0.604	12.000	AllTrials	
m24c64r2.htb	90.000	3.000	-4.000	60.000	0.308	-0.599	1.290	2.381	1.265	4.265	0.861	12.000	AllTrials	
m24c64r2.htb	90.000	3.000	0.000	16.000	-5.815	-8.451	-3.464	3.908	2.038	7.854	0.590	12.000	AllTrials	
m24c64r2.htb	90.000	3.000	0.000	60.000	-1.952	-2.959	-1.154	1.679	1.012	3.122	0.762	12.000	AllTrials	
m24c64r2.htb	90.000	3.000	4.000	16.000	-3.521	-4.750	-2.771	1.440	0.463	2.985	0.645	12.000	AllTrials	
m24c64r2.htb	90.000	3.000	4.000	60.000	-3.162	-3.795	-2.299	1.312	0.443	 NaN	0.668	12.000	AllTrials	
m24c18r2.htb	90.000	1.000	0.000	15.000	-0.557	-1.231	-0.000	0.691	0.000	2.630	0.833	6.000	AllTrials	
m24c18r2.htb	90.000	2.000	0.000	15.000	-3.155	-39.234	-0.362	8.521	3.417	35.405	0.663	6.000	AllTrials	
m24c18r2.htb	90.000	2.000	0.000	60.000	-0.816	-2.646	0.366	2.714	1.197	5.352	0.823	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	-4.000	15.000	-3.122	-4.632	-1.738	1.932	0.477	 NaN	0.684	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	-4.000	60.000	1.033	-0.055	2.601	2.028	1.089	 NaN	0.833	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	0.000	15.000	-2.253	-4.396	-0.784	3.447	2.094	 NaN	0.697	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	0.000	60.000	0.675	0.096	1.230	0.650	0.223	 NaN	0.952	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	4.000	15.000	-1.368	-3.074	-0.231	2.471	1.207	 NaN	0.762	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	4.000	60.000	-1.405	 NaN	-1.230	1.052	0.243	 NaN	0.786	6.000	AllTrials	
m24c18r2.htb	90.000	1.000	0.000	15.000	-0.557	-1.246	-0.000	0.691	0.000	1.636	0.833	6.000	AllTrials	
m24c18r2.htb	90.000	2.000	0.000	15.000	-3.155	-30.733	-0.056	8.521	3.291	35.393	0.663	6.000	AllTrials	
m24c18r2.htb	90.000	2.000	0.000	60.000	-0.816	-2.414	0.428	2.714	1.217	5.472	0.823	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	-4.000	15.000	-3.122	-4.810	-1.738	1.932	0.550	 NaN	0.684	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	-4.000	60.000	1.033	-0.028	2.398	2.028	1.045	 NaN	0.833	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	0.000	15.000	-2.253	-4.618	-0.821	3.447	2.090	 NaN	0.697	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	0.000	60.000	0.675	0.096	1.230	0.650	0.223	 NaN	0.952	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	4.000	15.000	-1.368	-3.226	-0.249	2.471	1.150	5.061	0.762	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	4.000	60.000	-1.405	 NaN	-1.230	1.052	0.243	 NaN	0.786	6.000	AllTrials	
m24c18r2.htb	90.000	1.000	0.000	15.000	-0.557	-1.231	0.000	0.691	0.000	1.938	0.833	6.000	AllTrials	
m24c18r2.htb	90.000	2.000	0.000	15.000	-3.155	-23.237	-0.051	8.521	3.465	42.898	0.663	6.000	AllTrials	
m24c18r2.htb	90.000	2.000	0.000	60.000	-0.816	-2.453	0.460	2.714	1.349	5.677	0.823	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	-4.000	15.000	-3.122	-4.632	-1.861	1.932	0.465	 NaN	0.684	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	-4.000	60.000	1.033	-0.001	2.530	2.028	1.045	 NaN	0.833	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	0.000	15.000	-2.253	-4.391	-0.776	3.447	2.090	 NaN	0.697	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	0.000	60.000	0.675	-0.017	1.085	0.650	0.223	 NaN	0.952	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	4.000	15.000	-1.368	-3.225	-0.255	2.471	1.270	 NaN	0.762	6.000	AllTrials	
m24c18r2.htb	90.000	3.000	4.000	60.000	-1.405	 NaN	-1.230	1.052	0.243	 NaN	0.786	6.000	AllTrials	
m24c21r2.htb	90.000	1.000	0.000	15.000	0.380	-0.504	1.435	3.143	2.179	4.836	0.782	17.000	AllTrials	
m24c21r2.htb	90.000	2.000	0.000	15.000	3.425	1.588	5.999	6.283	4.450	11.912	0.723	17.000	AllTrials	
m24c21r2.htb	90.000	2.000	0.000	60.000	0.503	0.018	0.871	0.779	0.492	 NaN	0.916	17.000	AllTrials	
m24c21r2.htb	90.000	3.000	-4.000	15.000	-2.181	-3.402	-1.304	2.905	2.070	 NaN	0.739	17.000	AllTrials	
m24c21r2.htb	90.000	3.000	-4.000	60.000	2.459	1.348	3.051	1.105	0.470	1.980	0.857	17.000	AllTrials	
m24c21r2.htb	90.000	3.000	0.000	15.000	-0.246	-1.155	0.647	2.935	1.939	4.388	0.807	17.000	AllTrials	
m24c21r2.htb	90.000	3.000	0.000	60.000	0.287	-0.172	0.733	1.097	0.692	1.799	0.882	17.000	AllTrials	
m24c21r2.htb	90.000	3.000	4.000	15.000	0.599	-0.199	1.584	2.882	1.888	4.488	0.832	17.000	AllTrials	
m24c21r2.htb	90.000	3.000	4.000	60.000	-1.288	-1.787	-1.084	0.723	0.264	 NaN	0.782	17.000	AllTrials	
m24c29r2.htb	90.000	1.000	0.000	15.000	-3.208	-5.463	-1.883	2.346	0.264	5.308	0.653	10.000	AllTrials	
m24c29r2.htb	90.000	2.000	0.000	15.000	0.572	-0.917	2.187	4.447	3.158	 NaN	0.738	10.000	AllTrials	
m24c29r2.htb	90.000	2.000	0.000	60.000	0.398	-0.255	1.168	1.510	1.086	 NaN	0.886	10.000	AllTrials	
m24c29r2.htb	90.000	3.000	-4.000	15.000	-4.324	 NaN	-3.563	2.299	1.630	 NaN	0.639	10.000	AllTrials	
m24c29r2.htb	90.000	3.000	-4.000	60.000	2.063	1.029	3.316	1.989	1.116	3.631	0.843	10.000	AllTrials	
m24c29r2.htb	90.000	3.000	0.000	15.000	-1.306	-2.672	-0.428	2.327	1.402	4.334	0.800	10.000	AllTrials	
m24c29r2.htb	90.000	3.000	0.000	60.000	-0.265	-0.952	0.266	1.128	0.707	 NaN	0.871	10.000	AllTrials	
m24c29r2.htb	90.000	3.000	4.000	15.000	-1.476	-3.123	-0.362	3.288	2.003	5.588	0.712	10.000	AllTrials	
m24c29r2.htb	90.000	3.000	4.000	60.000	-1.652	-2.979	-1.146	1.271	0.498	 NaN	0.770	10.000	AllTrials	
m24c36r2.htb	90.000	1.000	0.000	18.000	-0.283	-1.196	0.545	2.261	1.175	3.789	0.806	14.000	AllTrials	
m24c36r2.htb	90.000	2.000	0.000	18.000	0.884	-0.397	2.377	4.771	3.577	 NaN	0.714	14.000	AllTrials	
m24c36r2.htb	90.000	2.000	0.000	60.000	0.898	0.320	1.521	1.252	0.706	2.246	0.898	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	-4.000	18.000	-3.186	-4.798	-2.255	2.627	1.787	4.499	0.684	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	-4.000	60.000	2.418	1.569	3.271	1.687	1.074	3.073	0.847	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	0.000	18.000	-2.800	-5.065	-1.702	3.890	2.799	 NaN	0.673	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	0.000	60.000	-0.098	-0.608	0.322	0.993	0.620	1.742	0.898	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	4.000	18.000	-0.273	-1.291	0.606	2.709	1.622	4.305	0.806	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	4.000	60.000	-0.961	-1.436	-0.593	0.890	0.653	 NaN	0.816	14.000	AllTrials	
m24c36r2.htb	90.000	1.000	0.000	18.000	-0.283	-1.234	0.494	2.261	1.205	3.980	0.806	14.000	AllTrials	
m24c36r2.htb	90.000	2.000	0.000	18.000	0.884	-0.355	2.515	4.771	3.601	 NaN	0.714	14.000	AllTrials	
m24c36r2.htb	90.000	2.000	0.000	60.000	0.898	0.365	1.520	1.252	0.744	2.288	0.898	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	-4.000	18.000	-3.186	-4.691	-2.270	2.627	1.769	4.262	0.684	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	-4.000	60.000	2.418	1.570	3.308	1.687	1.110	3.131	0.847	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	0.000	18.000	-2.800	-4.997	-1.699	3.890	2.782	 NaN	0.673	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	0.000	60.000	-0.098	-0.567	0.310	0.993	0.629	1.709	0.898	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	4.000	18.000	-0.273	-1.278	0.581	2.709	1.623	4.464	0.806	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	4.000	60.000	-0.961	-1.371	-0.544	0.890	0.621	 NaN	0.816	14.000	AllTrials	
m24c36r2.htb	90.000	1.000	0.000	18.000	-0.283	-1.235	0.511	2.261	1.182	3.859	0.806	14.000	AllTrials	
m24c36r2.htb	90.000	2.000	0.000	18.000	0.884	-0.362	2.613	4.771	3.735	 NaN	0.714	14.000	AllTrials	
m24c36r2.htb	90.000	2.000	0.000	60.000	0.898	0.351	1.519	1.252	0.706	2.259	0.898	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	-4.000	18.000	-3.186	-4.538	-2.214	2.627	1.874	 NaN	0.684	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	-4.000	60.000	2.418	1.562	3.327	1.687	1.099	2.961	0.847	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	0.000	18.000	-2.800	-4.786	-1.719	3.890	2.693	 NaN	0.673	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	0.000	60.000	-0.098	-0.622	0.290	0.993	0.629	1.768	0.898	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	4.000	18.000	-0.273	-1.316	0.674	2.709	1.641	4.291	0.806	14.000	AllTrials	
m24c36r2.htb	90.000	3.000	4.000	60.000	-0.961	-1.377	-0.517	0.890	0.652	 NaN	0.816	14.000	AllTrials	
m24c36r2.htb	90.000	1.000	0.000	18.000	-0.376	-1.258	0.409	2.160	1.308	4.145	0.774	16.000	AllTrials	
m24c36r2.htb	90.000	2.000	0.000	18.000	1.062	-0.555	3.398	5.537	3.655	14.027	0.667	16.000	AllTrials	
m24c36r2.htb	90.000	2.000	0.000	60.000	0.706	0.184	1.213	1.000	0.609	2.080	0.881	16.000	AllTrials	
